first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Eleonora,Wiśniewska,ma/695021/2015,2015-05-14,3486.4 zł,MARKETING,nie ma  
Ewa,Kowalska,MA/733138/2009,2009/08/13,3737.888000000001 zł,MARKETING ,true
Sylwia,Lewandowska,IT/630686/2018,2018/03/29,6550.0 PLN,IT,
Bogusława,Kowalczyk,IT/868408/2013,2013-09-21T00:00:00,5817.25 pln,IT,Nie
Grażyna,Kowalska,SP/904643/2015,2015-05-14T00:00:00,5093.55 pln,SPRZEDAŻ,MA
Alina,Kozłowska,KA/678953/2012,2012/08/17,4390.375 złotych,KADRY,true
Tadeusz,Sobczak,sp/256886/2016,2016/09/25,4869.15 ZŁ ,SPRZEDAŻ,NIE MA
Wiktor ,SZULC,LO/796207/2016,2016-08-06,3852.0900000000006 ZŁ,LOGISTYKA,True
Henryk,Zając,KA/237068/2014 ,2014-04-09 ,4829.8 pln,KADRY,NIE
zdzisława,Szymańska,ma/451335/2013,2013/08/02,3384.6400000000003 zł,MARKETING,Fałsz
Eugeniusz,Witkowski,KS/755090/2010,2010-09-17,5854.200000000001 pln,KSIĘGOWOŚĆ,1
sylwia,Stępień,KS/593507/2017,2017-01-03,5578.0 złotych  ,KSIĘGOWOŚĆ,0
Wojciech,Pawłowski,ks/333553/2016,2016/08/06,5059.2 ZŁ,KSIĘGOWOŚĆ,NIE MA
janina ,Walczak ,cz/772012/2018,2018-08-26,2113.0 pln,CZYSTOŚĆ,NIE MA 
Ewa,PIOTROWSKA,ka/388345/2017,2017-07-22,"4 379,990000000001 PLN ",KADRY,Nie
Artur,LIS,lo/528585/2012,2012-01-30,"4 830,408000000001 zł",LOGISTYKA,MA
Helena,Kwiatkowska,MA/414562/2016,2016-11-14T00:00:00,5261.4400000000005 złotych,MARKETING,Nie 
Paweł,Grabowski,SP.224559.2017,2017-09-10,5634.750000000001 złotych,SPRZEDAŻ,Prawda
Leszek,Kamiński,CZ/286914/2016,2016/04/28,3391.8500000000004 ZŁ,CZYSTOŚĆ,True
Emilia ,Jasińska,MA/398933/2015, ,3760.96 złotych,,NIE MA
,Kowalska,LO/777607/2013    ,2013/01/14,4569.345000000001 ZŁ ,LOGISTYKA,TAK
Zbigniew ,MICHALSKI,KS/561234/2014,2014/07/18,7653.8 pln,KSIĘGOWOŚĆ,TAK
Leszek ,Witkowski,SP/679915/2009,2009-10-02,4869.450000000001 pln,SPRZEDAŻ,NIE MA
Antoni,Witkowski,cz/690202/2014,2014-07-18,3689.51 pln,CZYSTOŚĆ,tak
czesław  ,Kozłowski,MA/302690/2015,2015-08-22 ,4480.96 złotych,MARKETING  ,NIE
Agata,Wiśniewska,OC/780863/2016,2016-06-17,3104.86 pln,OCHRONA,nie ma
Karol,Mazur,CZ/716228/2014,2014-10-26,3110.0 PLN,CZYSTOŚĆ,0
Edmund,MARCINIAK,sp/411407/2012,2012-03-20,4743.299999999999 zł,SPRZEDAŻ,NIE MA
Józefa,Jabłońska,ma/410586/2015,2015/05/14 ,5491.68 zł,MARKETING,0
Mirosław ,Wilk ,KS/984640/2013 ,2013-03-05,4638.2 zł,KSIĘGOWOŚĆ,nie
Bernadeta,Górska,SP_342759_2011,2011-10-22,"4 863,0 zł",SPRZEDAŻ,Fałsz 
Józef,Tomaszewski,oc/640155/2012,2012-11-25T00:00:00,2408.78 ZŁ,OCHRONA,NIE
Wiktor,,KS/869250/2017,2017-09-10,4979.8 PLN,KSIĘGOWOŚĆ  ,False
Eugeniusz,Krawczyk,ma/705652/2010,2010-03-01,5424.0 zł,MARKETING,NIE
Leokadia,Michalak,oc/993491/2010,2010-09-17,3208.9200000000005 pln ,OCHRONA,Prawda
Cecylia,PIETRZAK,MA/684718/2012,2012/11/25 ,3806.2400000000002 pln,MARKETING,0
Julian,Krawczyk,KA-403748-2010,2010/04/20,4983.25 złotych,,Nie
JÓZEFA,Adamczyk,SP/538778/2018,2018-03-29,"3 879,8999999999996 PLN",SPRZEDAŻ,False
Wiesława,Wróbel,ZA/426864/2017,2017-04-13T00:00:00,510615.0 pln,ZARZĄD,0 
Róża,Kowalska,ka/660366/2015 ,2015-08-22,3684.35 zł,KADRY,false   
Franciszek,Jakubowski,ma/513840/2017,2017-07-22T00:00:00,5744.640000000001 zł,MARKETING,PRAWDA
Bolesław,CZARNECKI,KA_727511_2009,2009/06/24,3733.9500000000003 pln,KADRY,ma
Maciej,Wojciechowski,IT/322291/2013,2013-12-30,8511.25 złotych ,IT,ma
Maria,Piotrowska,MA/668915/2015,2015-11-30  ,3740.8800000000006 pln ,,ma  
Andrzej,Rutkowski,MA/636699/2015,2015/08/22,"4 915,200000000001 PLN",MARKETING,nie ma
Ryszard,Zakrzewski,sp/297220/2012,2012-06-28,3216.0 złotych  ,SPRZEDAŻ,False
,RUTKOWSKA,KS/178104/2011,2011-12-11 ,6742.0 PLN,KSIĘGOWOŚĆ,0
Leokadia,Szymańska,cz/846469/2017,2017-06-02,2554.0 złotych,CZYSTOŚĆ,NIE MA
Tomasz,Sawicki,SP/632797/2014 ,2014/02/18,"4 782,0 złotych",SPRZEDAŻ ,False
FRANCISZEK,Bąk  ,CZ/557350/2016  ,2016-09-25,3598.76 złotych,CZYSTOŚĆ,Prawda
Tadeusz  ,Michalak,MA/314409/2013,2013-06-13,5325.6 pln,MARKETING,False
Marek,KUCHARSKI,ka/488947/2013,2013/12/30,3405.35 zł,KADRY,FAŁSZ
Robert,Sikora,LO/248652/2016,2016/09/25,3731.8050000000003 PLN,LOGISTYKA,nie
Przemysław,Wojciechowski,OC/195486/2011,2011-02-14,3268.1000000000004 złotych,OCHRONA,0
Wacław,wieczorek,LO/442844/2014,2014-07-18,3956.175 pln,LOGISTYKA,FAŁSZ
ludwika,Grabowska,SP/487191/2013,2013/09/21,"4 261,950000000001 złotych",SPRZEDAŻ,Prawda
Stanisław,Jabłoński,LO.480854.2010 ,2010-03-01,2914.92 ZŁ,LOGISTYKA,0
Mirosław  ,Majewski,CZ/718976/2018,,2408.56 pln,CZYSTOŚĆ,ma
Bronisława,Jaworska ,lo/433060/2012 ,2012-03-20,4631.715 pln,LOGISTYKA,FAŁSZ
Romuald,kamiński,KA/746495/2015,2015-05-14,3679.731 złotych,KADRY,MA
Grzegorz,Krajewski  ,OC/760319/2015  ,2015-05-14,3627.0960000000005 zł,OCHRONA,tak
Alfred,Wróblewski,cz/951326/2015,2015-07-03 ,3010.7000000000003 pln,CZYSTOŚĆ,1
Jadwiga,Wieczorek,ma/884473/2018,2018-02-07,4533.760000000001 ZŁ ,MARKETING,Prawda
Adela,Nowicka,LO/585850/2016  ,2016-09-25,4470.93 złotych,LOGISTYKA,NIE MA
henryka,Zając  ,ks/874524/2016,2016-11-14,5662.0 złotych,KSIĘGOWOŚĆ,nie
Bogusława,Wróblewska,CZ/791409/2010,2010-11-06,3264.8 złotych,CZYSTOŚĆ,Tak
Helena,Adamczyk,IT-947388-2015,2015-03-25,8574.5 zł,IT,1
Sabina,Sikora,CZ/355218/2017 ,2017-07-22,3492.0 zł,CZYSTOŚĆ,nie
Ludwik,Zalewski,ka/325636/2013,2013-04-24,"3 916,85 ZŁ",KADRY,False
Izabela    ,KOWALCZYK,LO.514555.2009,2009/11/21,3396.6000000000004 złotych,LOGISTYKA  ,False
bogdan,Gajewski,lo/225436/2009,2009-08-13T00:00:00,4714.6050000000005 PLN,LOGISTYKA,Fałsz
Lucjan,KAŹMIERCZAK,sp/750735/2017,2017-06-02,4854.0 ZŁ,SPRZEDAŻ,NIE
LESZEK,NOWICKI     ,SP.943624.2017,2017-01-03 ,4990.5 ZŁ ,SPRZEDAŻ,false
CEZARY,SOBCZAK,SP-681922-2012,2012-01-30,3618.4500000000003 pln,SPRZEDAŻ,Tak
Tadeusz,Szczepański,lo/194506/2010,2010-11-06,"3 270,1050000000005 PLN",LOGISTYKA,NIE MA
lucyna,Michalska,lo/825583/2011,2011-12-11T00:00:00,3404.5110000000004 ZŁ ,LOGISTYKA ,tak
MIECZYSŁAWA,Zając,CZ/413879/2012,,3242.9 złotych,CZYSTOŚĆ,nie
Bożena,Baran   ,cz/815592/2012,2012/10/06,3797.9700000000003 pln,CZYSTOŚĆ,Tak
Józefa,Kowalczyk,CZ/861860/2013,2013/03/05,"2 818,0 PLN",CZYSTOŚĆ,NIE MA
Grzegorz,Kalinowski,SP-616359-2016,2016-06-17,3706.5 zł,SPRZEDAŻ,Fałsz
Bernard,wiśniewski,SP_734250_2016 ,2016-04-28T00:00:00,5385.6 PLN,SPRZEDAŻ,MA
Józefa,Kaczmarek  ,SP/438122/2016,2016-01-19,4606.5 pln,SPRZEDAŻ,0
Zenon,Kołodziej,sp/618427/2012,2012/05/09,"3 400,5 pln",SPRZEDAŻ,nie
Paweł,Duda,LO/138935/2009,2009-11-21,"2 976,0750000000003 PLN",LOGISTYKA,nie
Aleksandra,piotrowska,MA/199436/2011,2011-07-14,4881.280000000001 ZŁ,,nie ma
Alfred,kalinowski,lo/252276/2015,2015-10-11,4414.905000000001 złotych,LOGISTYKA,NIE
Zdzisława,Nowakowska,sp/566383/2014,2014-02-18T00:00:00,"3 649,8 ZŁ ",SPRZEDAŻ,Tak  
Lidia,Kozłowska,ma/854445/2015,2015-10-11,5539.200000000001 PLN,MARKETING,NIE MA
Rafał,Adamczyk,ks/758654/2015,2015-03-25,5208.2 pln,KSIĘGOWOŚĆ,Fałsz
Natalia ,WIŚNIEWSKA,CZ/179312/2009,2009-11-21,2911.0 pln,CZYSTOŚĆ ,Fałsz
Bernadeta,Nowicka,MA/366070/2009,2009/08/13,"4 697,968000000001 pln",MARKETING,Prawda
Jarosław,Pawłowski,ks/371388/2016,2016-04-28,5796.0 pln,KSIĘGOWOŚĆ,false
henryk,SZYMAŃSKI,KS/593920/2015,2015-07-03,4862.0 złotych,KSIĘGOWOŚĆ,False
ALOJZY,Maciejewski,ma/595209/2009,2009-06-24T00:00:00,"5 388,32 złotych",MARKETING,0
Zofia,kaczmarek,LO/979853/2012,2012-05-09,3121.7400000000002 złotych,LOGISTYKA,nie ma
Stanisława,Wróbel,SP/484265/2010,2010-06-09T00:00:00,4347.75 ZŁ,SPRZEDAŻ,Tak
Kazimiera,Majewska,CZ/666656/2013,2013/01/14,3690.8300000000004 PLN,CZYSTOŚĆ,true
DARIUSZ  ,baran,MA/352018/2012 ,2012-06-28T00:00:00,4090.4 złotych,MARKETING,Fałsz  
,Wójcik,KA.202820.2015,2015-11-30,4484.150000000001 PLN,KADRY,0
Celina,Krawczyk,cz/242813/2017,2017/01/03,"3 061,8 złotych",CZYSTOŚĆ,nie
Adam,Ostrowski,MA.290970.2017,2017-07-22,4547.2 PLN,MARKETING,nie
romuald,Kucharski,CZ/113633/2013,2013/08/02,"2 928,9700000000003 PLN",CZYSTOŚĆ ,1
ANTONI,włodarczyk ,MA_231735_2015,2015-11-30T00:00:00,3732.8 zł,MARKETING,Fałsz
Mariusz,Malinowski ,ka/160166/2010,2010/12/26,4856.150000000001 zł,KADRY,0
Justyna,Nowakowska ,OC/484533/2009,2009-08-13,"3 166,3500000000004 ZŁ",OCHRONA ,Fałsz
Włodzimierz ,Grabowski,MA/782742/2015,2015-02-03,5041.6 złotych,MARKETING ,0
Iwona,Sikora,ma/307957/2012,2012-10-06,"4 391,84 ZŁ",MARKETING,NIE
ZOFIA,Wiśniewska,cz/689572/2014,2014-02-18,2850.87 pln,CZYSTOŚĆ,1
BOŻENA,Woźniak,KA_440990_2012,2012-03-20,5129.725 złotych,KADRY ,Fałsz
Grzegorz,Zieliński,MA/999410/2013,2013-09-21T00:00:00,"3 995,52 ZŁ",MARKETING,nie ma
Danuta,SIKORA,OC/899644/2013,2013-09-21,"3 506,8 ZŁ",OCHRONA,0
Michał   ,Chmielewski,KS_767698_2012,2012-08-17,"5 182,0 złotych  ",KSIĘGOWOŚĆ,nie
CZESŁAW,Kowalczyk,LO/883957/2010 ,2010-04-20,4442.31 pln,LOGISTYKA,Fałsz
Władysława,Baran,MA-777659-2010  ,2010-06-09,"4 448,752 PLN",MARKETING,true
Marek,MAKOWSKI,KS/483728/2016,2016/03/09,4596.0 złotych,KSIĘGOWOŚĆ,NIE MA
Jacek,kwiatkowski,LO/936781/2014,2014-09-06,4306.5 złotych,LOGISTYKA,false
Bronisław,Nowicki,SP/734000/2018,2018-07-07,5115.15 złotych,SPRZEDAŻ,false
Kazimierz,Zieliński  ,SP.191962.2017,2017-09-10,3588.0 zł,SPRZEDAŻ,False
Bernard,Zając,KA/946411/2010,2010-07-29T00:00:00,4505.85 ZŁ,KADRY,FAŁSZ
Andrzej,Wojciechowski,ma/106779/2010,2010/04/20,"5 629,360000000001 pln",MARKETING,true
Hanna,Wójcik,OC_334387_2012,2012-08-17,2846.8 pln,OCHRONA,0
Daniela,Dudek ,lo/364109/2015  ,2015/05/14,3122.9550000000004 PLN,LOGISTYKA,True
CECYLIA,Pawlak,MA_877094_2009,2009-06-24,3768.1600000000008 PLN,MARKETING,1
Róża ,Nowicka,SP/620356/2015,2015/11/30,"3 647,655 zł",SPRZEDAŻ,True  
Monika ,Zając,CZ/183568/2015,2015-02-03,2623.8 złotych,CZYSTOŚĆ,FAŁSZ
Marian,Wojciechowski   ,ZA/371201/2014,2014-10-26,92149.75000000001 pln,ZARZĄD ,Tak
Aniela,Walczak,ZA_282469_2016,2016-01-19T00:00:00,68525.0 złotych,  ,0
DARIUSZ,Wójcik ,ks/360353/2018,2018-10-15,7299.380000000001 ZŁ,KSIĘGOWOŚĆ,1
janina,olszewska,MA/980750/2015 ,2015/10/11,4618.064000000001 zł,MARKETING,Tak
JERZY,Stępień,CZ/401429/2017,2017/10/30,2108.0 PLN,CZYSTOŚĆ,nie ma
Adam,Król,SP_726525_2013 ,2013-12-30T00:00:00,3720.1499999999996 pln,SPRZEDAŻ ,False
Stanisława,WRÓBLEWSKA,LO/635670/2011,2011-04-05,3358.7730000000006 złotych,LOGISTYKA ,PRAWDA
TOMASZ,Szczepański,IT/520352/2018,2018-10-15,7777.5 PLN,IT,Fałsz 
Jan,Jaworski,KS.501847.2011,2011-12-11T00:00:00,"5 904,0 pln",KSIĘGOWOŚĆ,Fałsz 
Piotr,Pietrzak,MA/917608/2011,2011-02-14,5446.400000000001 ZŁ,MARKETING,NIE MA
Alojzy,KOZŁOWSKI,MA/275266/2010,2010-04-20,5497.6 złotych,MARKETING,nie  
Jolanta,Michalak,MA/309112/2017,2017-09-10,4691.104000000001 złotych,MARKETING,1
agata,Walczak,MA.744488.2017,2017-09-10,"5 954,080000000001 PLN",MARKETING,PRAWDA
Lucjan,Szymański,sp/986291/2012,2012-05-09,3222.75 ZŁ,SPRZEDAŻ,0
Roman,TOMASZEWSKI,KS/310577/2017,2017-07-22T00:00:00,4701.6 złotych,KSIĘGOWOŚĆ,NIE MA
Witold,Kucharski,OC/693534/2011,2011-02-14T00:00:00,"4 226,530000000001 złotych",OCHRONA,true
BRONISŁAWA,Jaworska,LO/643180/2012,2012-05-09,4617.0 zł,LOGISTYKA,FAŁSZ
Karolina,Dudek,OC/868259/2012,2012-03-20,"3 104,8600000000006 ZŁ  ",OCHRONA,ma
wojciech,kamiński,SP/609419/2014, ,3829.5 złotych,SPRZEDAŻ,NIE MA
kazimierz,Piotrowski,OC/968595/2012,2012-01-30 ,3689.2900000000004 złotych,OCHRONA,True
,Wróbel,IT-627546-2016,2016/08/06,7425.0 pln,,Nie
Józefa,WÓJCIK,MA/295402/2009,2009/10/02,"5 079,52 ZŁ",MARKETING,false
LUCJAN,Kucharski,lo/699433/2017,2017-06-02,3372.9750000000004 PLN,LOGISTYKA,nie ma
ryszard,Michalak,sp/426889/2016,2016-09-25T00:00:00,4455.0 złotych,SPRZEDAŻ ,NIE
Regina,Wróblewska,LO.235631.2016,2016-03-09T00:00:00,3935.250000000001 złotych ,LOGISTYKA,Prawda
Mirosława,Nowakowska,ma/301111/2009,2009-06-24,4055.7440000000006 pln ,MARKETING,tak
MARIA,,CZ/297299/2015,2015-05-14,2108.0 PLN,CZYSTOŚĆ,nie ma
Artur,Baran,SP/346248/2012,,3322.5 ZŁ,SPRZEDAŻ,NIE 
Edyta,Walczak,LO/626176/2013,2013-03-05,4363.200000000001 ZŁ,LOGISTYKA,nie ma
Stanisław,Szulc,SP/189474/2015,2015-05-14T00:00:00,5137.935 pln,SPRZEDAŻ ,True
Olga,Kowalska,lo/649932/2018,2018/03/29,"3 784,32 zł",LOGISTYKA,false
Stefania,Baran,sp/542189/2012 ,2012-05-09T00:00:00,3570.75 pln,SPRZEDAŻ,Nie
Julian,Zieliński,sp/329403/2017,2017-04-13,3526.5450000000005 zł,SPRZEDAŻ,True
Wanda,wróblewska,sp/411509/2009,2009-10-02,4935.0 zł    ,SPRZEDAŻ,Nie
Halina,NOWICKA,CZ/419517/2013,2013-01-14,2455.0 zł,CZYSTOŚĆ,NIE MA
danuta ,NOWAK,MA/759861/2013,2013-03-05 ,"4 668,8 pln",MARKETING,FAŁSZ   
Sławomir,szewczyk,SP/919066/2011,2011-02-14,4755.629999999999 ZŁ,SPRZEDAŻ,ma 
tadeusz,Gajewski,MA/448400/2013,2013-01-14,5003.200000000001 złotych ,MARKETING,0  
Marian ,DUDA,MA/355251/2016,2016-08-06,3850.7040000000006 zł,MARKETING,Tak
Lucjan,Maciejewski,MA_912895_2014,2014/10/26,"3 614,2400000000002 PLN  ",MARKETING,False
Zbigniew,Krupa,OC-631320-2018,2018-10-15T00:00:00,2522.0800000000004 ZŁ,OCHRONA,False
Ludwika,Kwiatkowska,MA_691573_2013,2013-03-05    ,3840.0 zł,MARKETING,Nie
Elżbieta,Pawlak,SP/363027/2011,2011-12-11,5098.335000000001 ZŁ,SPRZEDAŻ  ,tak
Ludwik,Witkowski,SP.509227.2011,2011-02-14,3945.0 zł,SPRZEDAŻ,NIE
Róża,Dudek,CZ/430991/2016,2016/08/06,"2 573,5 złotych",CZYSTOŚĆ,NIE
Jerzy,Jasiński,OC/397521/2011,2011-04-05,3817.6600000000003 ZŁ,OCHRONA,false
Piotr,Piotrowski,KS-543901-2010,2010-12-26T00:00:00 ,5890.6 pln,KSIĘGOWOŚĆ,false
,Rutkowski,ma/167337/2017,2017-01-03,5142.72 PLN,MARKETING,Fałsz
CZESŁAWA,Wróblewska,CZ/847200/2013,2013/11/10,"3 391,3 pln",CZYSTOŚĆ  ,TAK
Helena,Kaczmarek,SP/449961/2016,2016/11/14,3693.4500000000003 zł,SPRZEDAŻ,NIE MA
Honorata  ,Stępień,MA/282842/2014,2014-05-29,4875.2 zł,MARKETING,0
Włodzimierz,URBAŃSKI,KS/706103/2010,2010-11-06T00:00:00,5913.2 PLN,KSIĘGOWOŚĆ,NIE
Edward,SZCZEPAŃSKI,LO/949618/2011,2011/02/14,3557.3175000000006 ZŁ,LOGISTYKA  ,TAK
Sabina,Baran,LO.871551.2013,2013-04-24,2887.65 ZŁ,LOGISTYKA  ,nie
Alfred,Szewczyk,sp/521126/2016,2016/06/17,"4 608,450000000001 PLN ",SPRZEDAŻ,true
Emilia,Witkowska,ks/584293/2018,2018-08-26,4722.0 zł,KSIĘGOWOŚĆ,Fałsz
Grażyna,Szewczyk,OC_199082_2018,2018-02-07,2704.4710000000005 pln,OCHRONA,ma
Paweł,Król,KS/627760/2015,2015/11/30,4551.4 PLN,KSIĘGOWOŚĆ,Fałsz
Adam,,MA/223454/2011,2011-05-25 ,4891.040000000001 PLN   ,MARKETING,1
zofia,Nowakowska,LO.758378.2010,2010-12-26,3527.145 PLN,LOGISTYKA,FAŁSZ
Czesława,nowak,SP/164420/2018,2018-07-07T00:00:00  ,3613.5 zł ,SPRZEDAŻ,nie
Agnieszka,Jabłońska,CZ/147993/2018,2018-08-26T00:00:00,"2 707,1000000000004 PLN",CZYSTOŚĆ,True
Władysław,Lis,ma/340420/2011,2011-07-14,5255.712 PLN,MARKETING,ma
Eleonora,Wróbel,KA_531227_2015,2015-11-30,3701.5550000000003 ZŁ,KADRY,Tak
Feliks,Walczak,MA/225808/2014,2014-07-18T00:00:00,4283.2 pln,MARKETING,false
Antoni,Piotrowski,LO/380615/2015,2015-08-22,"4 360,5 pln",LOGISTYKA,Fałsz
MIECZYSŁAW,Kowalczyk,MA-279788-2017,2017-06-02,"3 744,0 ZŁ",MARKETING,Nie
Urszula,Pietrzak,LO/275550/2016,2016-01-19,4336.335 pln,LOGISTYKA,Nie
Zofia,Michalak,LO/285279/2009,2009-06-24T00:00:00 ,4279.621500000001 zł,LOGISTYKA,tak
JÓZEF,Pawlak,CZ/279140/2010,2010-03-01,"3 547,3900000000003 ZŁ",CZYSTOŚĆ,1
Danuta,Kaczmarek,LO/606057/2015,2015-05-14,3003.75 pln,LOGISTYKA,FAŁSZ
Jolanta,Michalak,lo/704191/2010,2010-12-26,4601.610000000001 PLN,LOGISTYKA,NIE
Henryk,Wiśniewski,ma/190362/2015,2015-02-03 ,3912.4800000000005 ZŁ,MARKETING,Tak  
feliks,Kaczmarek,ma/757418/2017 ,2017-04-13,3799.84 pln,MARKETING,NIE
Halina,Sikora,IT/867571/2015,2015/10/11,6209.0 ZŁ,IT,nie ma
TOMASZ,Pawlak ,LO/571623/2017,2017-02-22,3344.22 złotych ,LOGISTYKA,Nie 
Helena,Nowakowska,SP.238300.2014,2014/05/29,4255.200000000001 ZŁ,SPRZEDAŻ,nie
Alojzy,WIŚNIEWSKI,KS/787515/2015,2015-10-11,5122.4800000000005 ZŁ,KSIĘGOWOŚĆ,tak
Olga  ,Baran,OC/530956/2012  ,2012-01-30,"2 801,7000000000003 pln",OCHRONA,false
ALINA ,Malinowska ,LO/635603/2016  ,2016/01/19,3530.2500000000005 ZŁ,LOGISTYKA,NIE MA
Mirosław,sadowski,CZ/955901/2015,2015-11-30T00:00:00,3437.0 ZŁ,CZYSTOŚĆ,NIE
Lucyna,Malinowska,KS/850809/2011,2011-07-14,"5 084,200000000001 ZŁ",KSIĘGOWOŚĆ,True  
HONORATA,Pawłowska    ,MA/578238/2018,2018-10-15,6133.6 pln,MARKETING,PRAWDA 
Zdzisława,Jabłońska,KA/140769/2012,2012-01-30,4434.55 zł,,Nie
Edyta,Stępień,KS/208516/2018,2018-02-07,6822.6 pln,KSIĘGOWOŚĆ,0
Mirosława ,Nowakowska,KS/238581/2017,2017-06-02,6487.8 złotych,KSIĘGOWOŚĆ,MA
Roman,Dudek,SP/504032/2011,2011-12-11,3957.0 ZŁ,SPRZEDAŻ,NIE
Antonina,OSTROWSKA,CZ/461819/2009,2009-11-21T00:00:00,"3 079,5 zł",CZYSTOŚĆ,false
Tadeusz,Urbański,SP/842677/2018,2018-07-07,"3 966,0 złotych",SPRZEDAŻ,nie ma
Zbigniew ,MICHALSKI,KS/561234/2014,2014/07/18,7653.8 pln,KSIĘGOWOŚĆ,TAK
Ludwik,Kalinowski,sp/145888/2011,2011/10/22,4451.700000000001 złotych,SPRZEDAŻ,Prawda
Ryszard ,Kwiatkowski,KS/326226/2010,2010-04-20,4831.42 pln,KSIĘGOWOŚĆ,1
Justyna,Jabłońska ,sp/294702/2010,2010/11/06,5121.270000000001 pln,SPRZEDAŻ,
Zenon  ,Adamczyk,KS/242223/2015,2015-03-25,4418.0 zł,KSIĘGOWOŚĆ,NIE MA
Feliks,Majewski,lo/262594/2017  ,2017-07-22,"4 294,755 PLN",LOGISTYKA  ,NIE MA
BARBARA  ,pawłowska,LO/704489/2012,2012-01-30T00:00:00,3410.1000000000004 zł ,LOGISTYKA ,Fałsz
Zuzanna,Adamczyk,sp/777620/2017,2017-07-22,5751.735000000001 PLN,SPRZEDAŻ,ma
Dorota,Górska,lo/143334/2016,2016-01-19,4138.695000000001 złotych,LOGISTYKA,tak 
Karol,Wojciechowski,MA/460180/2012,2012-03-20T00:00:00,5526.56 ZŁ,MARKETING ,FAŁSZ
Eugenia,Witkowska ,KS/451524/2010,2010-06-09,"4 872,0 ZŁ",KSIĘGOWOŚĆ  ,False
Rafał,Szewczyk,CZ/461715/2015,2015-10-11,2341.9 pln,CZYSTOŚĆ,
Roman,Sadowski,KA/710631/2015,2015-05-14 ,"3 882,75 pln",KADRY,nie ma
teresa ,BARAN,MA/928670/2009    ,2009/06/24,"4 537,280000000001 pln",MARKETING ,Prawda
Janina,Lewandowska,IT/821850/2010,2010/01/10 ,"8 007,5 zł",IT  ,false
JAROSŁAW,Baran,lo/185905/2010,2010-07-29,"2 860,65 PLN ",LOGISTYKA,FAŁSZ
Leokadia,kozłowska,KA/281163/2009,2009-08-13,"3 844,775 ZŁ",KADRY,1
Janusz,Wiśniewski,MA/759675/2014,2014-04-09,5244.4800000000005 zł,MARKETING,NIE MA
Paweł,Król,ks/627760/2015,2015/11/30,4551.4 PLN,KSIĘGOWOŚĆ,Fałsz
Bernadeta,Wiśniewska ,SP-525960-2009,2009/06/24,3497.0100000000007 pln,SPRZEDAŻ,TAK
Krystyna,Szewczyk,MA/365528/2012,2012/01/30,"4 490,992 ZŁ",MARKETING,tak
Wiktoria,Tomaszewska  ,KA-938605-2014,2014-07-18,3969.8599999999997 PLN,KADRY,FAŁSZ
Alfreda,Kowalska,MA.594065.2016,2016-01-19,"4 242,128000000001 złotych",MARKETING,tak
Artur,Wróblewski,CZ/300519/2016,2016/08/06  ,3214.5300000000007 pln,CZYSTOŚĆ,Tak 
Karolina,rutkowska,CZ-956475-2015,2015-07-03T00:00:00,"2 233,0 złotych",CZYSTOŚĆ ,Nie
Edyta,Pietrzak,OC-860092-2017,2017-10-30T00:00:00,3599.750000000001 pln,OCHRONA,
Władysława,Wróblewska,MA/498415/2013,2013-04-24,5259.200000000001 pln,MARKETING ,FAŁSZ
Julian,Sokołowski,ka/495980/2013,2013-09-21 ,5493.510000000001 ZŁ,KADRY,Tak
Genowefa,witkowska,LO/997855/2016,2016-09-25,4194.450000000001 ZŁ,LOGISTYKA,False
Justyna  ,Nowak,lo/614390/2012,2012-05-09,4392.900000000001 PLN,LOGISTYKA,false
Tadeusz,Wysocki,MA.684599.2018,2018/03/29,3713.072 złotych,MARKETING,MA
,Nowicka,KS/296437/2015,2015-10-11,6968.0 ZŁ,KSIĘGOWOŚĆ,Nie
ludwik,MICHALAK,MA/943651/2018,2018-07-07,3578.0800000000004 pln,MARKETING,0
Kazimierz,Zawadzki,ma/371861/2017,2017/10/30,3732.8 zł,MARKETING,False
Wiktor,Krajewski,MA-366987-2010,2010-07-29T00:00:00  ,4044.8 złotych ,MARKETING,0
anna,WALCZAK,oc/818532/2018 ,,2690.556 pln,OCHRONA,Tak  
Wacław ,Zieliński ,lo/593347/2010,2010-03-01,4621.3200000000015 zł ,LOGISTYKA,Tak
Urszula ,Adamczyk,sp/143463/2011,2011-04-05,4050.255 ZŁ ,SPRZEDAŻ,True
Edward,Baran,ks/271625/2010,2010-09-17,6427.6 złotych,KSIĘGOWOŚĆ,FAŁSZ
Wanda,stępień,MA/235772/2011,2011/07/14,3664.16 złotych,MARKETING,false
Hanna,Nowakowska,ma/128293/2016,2016/09/25,3515.2000000000003 PLN,MARKETING,Nie
Zbigniew,Urbański  ,OC/929523/2010,2010-12-26,3221.2400000000002 złotych,OCHRONA,Fałsz
,Wojciechowski,LO/675729/2011,2011-07-14,"4 391,55 pln",LOGISTYKA,0
Renata,Wróblewska,CZ_671373_2018,2018-07-07,"2 764,0 PLN",CZYSTOŚĆ,Nie
,Michalak,lo/507989/2016,2016-06-17,3080.025 złotych,LOGISTYKA,nie
Bernard,Szewczyk,cz/827313/2012,2012-05-09,3081.2 zł,CZYSTOŚĆ,FAŁSZ
Mieczysław,PIOTROWSKI,IT/482331/2012,2012-05-09,7694.225 pln   ,IT,
Wacław,Zając,sp/892261/2011,2011-12-11T00:00:00,5031.0 PLN,SPRZEDAŻ,NIE
